17175419	0.02	0.01	0.99	-0.03	-0.01	0.02
17183852	0.01	0.01	1.00	-0.03	-0.00	0.02
17192048	0.01	0.00	1.00	-0.03	0.01	0.01
17200382	0.01	0.00	0.99	-0.03	0.01	0.02
17208814	0.01	0.00	0.99	-0.03	0.01	0.02
17217213	0.01	0.00	0.99	-0.02	0.02	0.02
17226161	0.00	0.01	1.00	-0.02	0.04	0.02
17234516	0.00	0.01	1.00	-0.02	0.02	0.02
17242810	0.00	0.01	1.00	-0.02	0.01	0.01
17251426	0.01	0.00	1.00	-0.02	0.01	0.02
17259812	0.01	0.00	1.00	-0.02	0.01	0.02
17268200	0.01	0.01	1.00	-0.02	0.01	0.01
17276702	0.01	0.01	1.00	-0.02	0.02	0.02
17285007	0.01	0.01	1.00	-0.02	0.01	0.02
17293341	0.01	0.01	1.00	-0.02	0.01	0.02
17302201	0.00	0.01	1.00	-0.02	0.02	0.02
17310580	0.01	0.01	0.99	-0.02	0.01	0.02
17318964	0.01	0.01	1.00	-0.02	0.01	0.02
17327471	0.01	0.01	1.00	-0.02	0.01	0.02
17335732	0.01	0.01	1.00	-0.02	0.01	0.02
17344130	0.01	0.01	1.00	-0.02	0.01	0.02
17352846	0.01	0.01	1.00	-0.02	0.01	0.02
17361100	0.01	0.01	1.00	-0.02	0.00	0.02
17369497	0.01	0.00	1.00	-0.02	0.00	0.02
17378093	0.01	0.00	1.00	-0.02	0.00	0.02
17386403	0.01	0.00	1.00	-0.02	0.00	0.02
17395319	0.01	0.00	1.00	-0.02	0.00	0.02
17403650	0.01	0.01	1.00	-0.02	0.01	0.02
17412020	0.01	0.01	1.00	-0.02	0.01	0.02
17420363	0.01	0.01	1.00	-0.02	0.00	0.01
17428797	0.01	0.01	1.00	-0.02	0.00	0.02
17437130	0.01	0.00	1.00	-0.02	0.00	0.02
17445562	0.01	0.00	1.00	-0.02	-0.00	0.02
17454152	0.01	0.00	1.00	-0.03	0.00	0.02
17462500	0.01	0.00	1.00	-0.03	0.00	0.02
17471385	0.01	0.01	1.00	-0.03	0.01	0.02
17479789	0.01	0.01	1.00	-0.03	0.01	0.02
17488208	0.01	0.01	1.00	-0.02	0.01	0.02
17496353	0.01	0.01	1.00	-0.02	0.00	0.01
17504717	0.01	0.00	1.00	-0.02	0.00	0.02
17513626	0.01	0.00	1.00	-0.02	0.00	0.02
17522104	0.01	0.00	1.00	-0.02	-0.00	0.02
17530491	0.01	0.00	1.00	-0.02	0.00	0.02
17539025	0.01	0.01	1.00	-0.02	0.00	0.02
17547048	0.01	0.01	1.00	-0.02	0.00	0.02
17555612	0.01	0.01	0.99	-0.02	0.01	0.02
17563932	0.01	0.00	1.00	-0.02	0.01	0.02
17572810	0.01	0.01	1.00	-0.02	0.01	0.02
17581135	0.01	0.00	0.99	-0.02	0.02	0.01
17589515	0.01	0.01	1.00	-0.01	0.03	0.01
17597794	0.01	0.01	1.00	-0.02	0.03	0.01
17606240	0.01	0.01	1.00	-0.02	0.02	0.02
17615138	0.01	0.00	1.00	-0.02	0.02	0.02
17623115	0.01	0.01	1.00	-0.02	0.02	0.02
17632022	0.01	0.01	1.00	-0.02	0.02	0.02
17640411	0.01	0.00	1.00	-0.02	0.01	0.02
17648902	0.02	-0.00	0.99	-0.02	-0.01	0.02
17656971	0.01	0.01	1.00	-0.02	-0.01	0.03
17665378	0.02	0.00	0.99	-0.02	-0.01	0.03
17673870	0.02	0.01	1.00	-0.02	-0.01	0.02
17682560	0.01	0.02	1.00	-0.02	-0.02	0.04
17691039	0.00	-0.01	0.99	-0.02	-0.01	0.07
17699717	0.02	0.01	0.99	-0.02	0.01	0.07
17708128	-0.00	0.01	1.00	-0.02	0.00	0.11
17716515	0.01	0.01	1.00	-0.01	-0.01	0.10
17725068	0.00	0.01	1.00	-0.02	-0.03	0.09
17733455	0.02	0.00	0.99	-0.02	-0.04	0.11
17741922	0.01	0.00	1.00	-0.02	-0.02	0.12
17749921	0.01	0.00	1.00	-0.01	0.00	0.14
17758804	-0.00	0.00	1.01	-0.01	0.01	0.15
17767173	0.02	0.00	0.99	-0.01	-0.02	0.11
17775808	0.02	0.01	0.99	-0.01	-0.01	0.08
17783748	-0.00	0.01	1.00	-0.02	-0.00	0.08
17792349	0.02	0.01	0.99	-0.02	-0.00	0.04
17800734	0.01	0.00	1.00	-0.01	-0.01	0.04
17809282	0.01	0.00	1.00	-0.01	-0.01	0.02
17817779	0.01	0.01	1.01	-0.01	-0.01	0.02
17826384	0.01	0.01	1.00	-0.01	-0.01	0.01
17834771	0.02	0.00	0.99	-0.01	-0.01	0.01
17843297	0.01	0.01	1.01	-0.01	0.01	0.01
17851809	0.02	0.01	0.99	-0.01	-0.01	0.01
17860275	0.01	0.01	1.00	-0.02	0.01	0.02
17868666	0.02	0.01	0.98	-0.02	-0.01	0.02
17877315	0.01	0.01	1.00	-0.01	-0.01	0.01
17885229	0.01	0.00	1.00	-0.02	-0.03	0.01
17894131	0.01	0.00	1.00	-0.02	-0.04	0.01
17902640	0.01	0.01	1.00	-0.02	-0.05	-0.00
17910684	0.02	0.01	1.00	-0.02	-0.04	0.00
17919188	0.02	0.01	1.00	-0.03	-0.03	0.01
17927751	0.03	0.00	0.99	-0.02	-0.02	0.01
17936200	0.02	0.01	1.00	-0.01	-0.01	0.01
17944686	0.02	0.01	1.00	-0.01	0.01	0.01
17953016	0.02	0.01	0.99	-0.01	0.01	0.01
17961478	0.02	0.01	1.00	-0.01	0.01	0.01
17969872	0.01	0.01	1.00	-0.01	0.01	0.01
17978262	0.01	0.01	1.01	-0.02	-0.00	-0.00
17986838	0.04	0.00	0.96	-0.02	-0.02	0.00
17995389	0.06	-0.00	0.94	-0.03	-0.02	0.01
18004073	0.01	0.02	1.01	-0.02	-0.02	0.00
18012192	0.03	0.01	0.99	-0.03	-0.03	0.01
18020743	0.02	0.01	0.99	-0.02	-0.02	0.01
18029166	0.02	0.01	1.00	-0.01	0.00	0.01
18037551	0.02	0.01	1.00	-0.01	0.02	0.00
18045942	0.02	0.01	0.99	-0.01	0.01	0.01
18054798	0.01	0.01	1.00	-0.02	-0.01	0.00
18063175	0.03	0.01	0.99	-0.03	-0.02	0.01
18071539	0.02	0.01	1.00	-0.02	0.01	0.02
18079934	0.02	0.01	1.00	-0.02	0.02	0.01
18088254	0.02	0.01	1.00	-0.01	0.04	0.02
18096628	0.02	0.01	0.99	-0.01	0.05	0.02
18105508	0.02	0.01	0.99	-0.00	0.06	0.02
18113882	0.02	0.01	1.00	-0.00	0.07	0.02
18122169	0.02	0.01	1.00	-0.00	0.09	0.02
18130729	0.01	0.01	1.00	-0.01	0.08	0.01
18139002	0.01	0.01	1.00	-0.02	0.05	0.01
18147341	0.00	0.01	1.01	-0.02	0.02	0.02
18156193	0.02	0.01	1.00	-0.03	-0.00	0.02
18164686	0.03	-0.00	0.98	-0.03	-0.01	0.02
18172688	0.05	-0.00	0.96	-0.04	-0.03	0.03
18181273	0.02	0.01	0.99	-0.01	0.10	0.02
18189658	0.01	0.01	1.00	-0.01	0.04	0.01
18198025	0.01	0.01	1.00	-0.01	0.05	0.01
18206868	0.01	0.01	1.00	-0.02	0.02	0.02
18215252	0.02	0.00	1.00	-0.02	-0.01	0.02
18223630	0.01	-0.02	0.99	-0.02	0.01	0.02
18232100	0.01	0.01	1.00	-0.01	0.04	0.01
18240362	0.01	0.01	1.00	-0.01	0.05	0.01
18248813	0.02	0.01	1.00	-0.01	0.04	0.01
18257274	0.01	0.01	1.00	-0.01	0.04	0.01
18265676	0.01	0.01	1.00	-0.01	0.04	0.01
18274589	0.01	0.01	1.00	-0.01	0.04	0.02
18282904	0.01	0.01	1.00	-0.01	0.03	0.02
18291291	0.01	0.01	1.00	-0.02	0.02	0.02
18299607	0.01	0.01	1.00	-0.02	0.01	0.02
18307988	0.01	0.01	1.00	-0.02	0.02	0.02
18316478	0.01	0.01	1.00	-0.02	0.01	0.02
18324811	0.01	0.01	1.00	-0.02	0.01	0.03
18333777	0.02	0.01	1.00	-0.03	-0.01	0.03
18341712	0.01	0.01	1.00	-0.03	0.00	0.02
18350634	0.01	0.01	1.00	-0.02	0.00	0.03
18358951	0.03	0.00	0.98	-0.03	-0.02	0.03
18367393	-0.01	0.01	1.02	-0.01	0.02	0.03
18375907	0.01	0.01	1.00	-0.01	0.06	0.03
18384291	0.00	0.01	1.00	-0.02	0.00	0.05
18392678	-0.05	0.02	1.00	-0.02	0.01	0.11
18401054	0.01	0.00	1.00	-0.02	0.02	0.35
18409466	0.01	0.00	1.00	-0.01	0.03	0.48
18417799	0.01	0.01	1.00	-0.01	0.03	0.49
18426671	0.01	0.02	1.00	-0.01	0.04	0.49
18434994	0.00	0.02	1.00	-0.01	0.04	0.50
18443390	-0.01	0.01	1.00	-0.01	0.03	0.53
18451768	0.00	0.02	1.00	-0.01	0.03	0.65
18460203	0.02	-0.00	1.00	-0.02	0.02	0.73
18468694	0.00	-0.02	1.01	-0.02	0.01	0.66
18477081	0.04	-0.03	0.99	-0.02	-0.02	0.54
18485728	0.06	-0.00	1.00	-0.02	0.00	0.41
18494186	0.09	0.04	1.00	-0.02	0.02	0.27
18502668	0.04	0.02	1.00	-0.02	0.02	0.12
18511058	0.02	0.02	1.00	-0.02	0.03	0.04
18519433	0.01	0.01	1.00	-0.02	0.02	0.03
18527744	0.01	0.01	1.00	-0.01	0.02	0.04
18536671	-0.05	-0.01	0.99	-0.02	0.01	0.04
18544649	-0.05	-0.02	1.00	-0.02	0.01	0.16
18553096	0.01	0.02	1.00	-0.01	0.02	0.37
18561589	0.02	0.00	1.00	-0.02	0.01	0.39
18570423	0.03	0.02	1.00	-0.02	0.00	0.35
18578797	0.04	0.02	1.00	-0.02	0.01	0.29
18587121	0.05	0.02	1.00	-0.01	0.02	0.18
18595470	0.02	0.01	1.00	-0.01	0.03	0.06
18603765	0.01	0.01	1.00	-0.01	0.04	0.03
18612703	0.01	0.01	1.00	-0.01	0.03	0.02
18621050	0.01	0.01	1.00	-0.02	0.02	0.02
18629481	0.01	0.01	1.00	-0.01	0.02	0.02
18637782	0.01	0.01	1.00	-0.01	0.02	0.03
18646183	0.00	0.01	1.00	-0.02	0.01	0.03
18654549	0.00	0.01	1.00	-0.02	0.01	0.09
18662942	0.01	0.01	1.00	-0.02	0.01	0.14
18671783	0.02	0.00	1.00	-0.02	0.01	0.16
18680172	0.03	0.00	1.00	-0.02	0.02	0.12
18688490	0.01	0.01	1.00	-0.02	0.02	0.06
18696862	0.01	0.01	1.00	-0.02	0.02	0.03
18705717	0.01	0.01	1.00	-0.02	0.02	0.03
18714093	0.01	0.01	1.00	-0.02	0.02	0.03
18722357	0.01	0.01	1.00	-0.02	0.01	0.03
18730882	0.01	0.01	1.00	-0.02	0.01	0.04
18739167	0.01	0.01	1.00	-0.02	0.01	0.06
18747535	0.01	0.01	1.00	-0.02	0.01	0.08
18756359	0.01	0.01	1.00	-0.02	0.01	0.09
18764597	0.01	0.01	1.00	-0.02	0.01	0.07
18773120	0.01	0.01	1.00	-0.02	0.01	0.06
18781551	0.01	0.01	1.00	-0.02	0.01	0.06
18789854	0.02	0.01	1.00	-0.02	0.01	0.07
18798237	0.02	0.01	1.00	-0.02	0.01	0.21
18807082	-0.00	0.02	1.00	-0.02	-0.01	0.53
18815129	-0.00	0.01	1.00	-0.02	0.01	0.42
18823610	0.00	0.01	1.00	-0.02	-0.00	0.33
18831996	0.01	0.01	1.00	-0.02	-0.00	0.30
18840938	0.01	0.02	1.00	-0.02	0.00	0.21
18849345	0.01	0.01	1.00	-0.02	0.01	0.09
18857832	0.01	0.01	1.00	-0.02	0.01	0.04
18866205	0.01	0.01	1.00	-0.02	0.01	0.03
18874482	0.01	0.01	1.00	-0.02	0.01	0.02
18882813	0.01	0.01	1.00	-0.02	0.01	0.02
18891646	0.01	0.01	1.00	-0.02	0.01	0.02
18900139	0.01	0.01	1.00	-0.02	0.01	0.02
18908505	0.01	0.01	1.00	-0.02	0.01	0.02
18916905	0.01	0.01	1.00	-0.02	0.01	0.02
18925281	0.01	0.01	1.00	-0.02	0.01	0.02
18933654	0.01	0.01	1.00	-0.02	0.01	0.02
18941945	0.01	0.01	1.00	-0.02	0.01	0.02
18950344	0.01	0.01	1.00	-0.02	0.01	0.02
18959184	0.01	0.01	1.00	-0.02	0.01	0.02
18967561	0.01	0.01	1.00	-0.01	0.01	0.02
18975830	0.01	0.01	1.00	-0.02	0.01	0.02
18984153	0.01	0.01	1.00	-0.02	0.01	0.02
18992610	0.01	0.01	1.00	-0.02	0.02	0.02
19001515	0.01	0.01	1.00	-0.02	0.01	0.02
19009825	0.01	0.01	1.00	-0.02	0.02	0.02
19018208	0.01	0.01	1.00	-0.02	0.02	0.02
19026542	0.01	0.01	1.00	-0.02	0.02	0.02
19035005	0.01	0.01	1.00	-0.02	0.02	0.02
19043263	0.01	0.01	1.00	-0.02	0.02	0.02
19052198	0.01	0.01	1.00	-0.02	0.02	0.02
19060489	0.01	0.01	1.00	-0.02	0.01	0.02
19068892	0.01	0.01	1.00	-0.02	0.01	0.02
19077169	0.01	0.01	1.00	-0.02	0.01	0.02
19085577	0.01	0.01	1.00	-0.02	0.02	0.02
19093982	0.01	0.01	1.00	-0.02	0.02	0.02
19102869	0.01	0.01	1.00	-0.02	0.01	0.02
19111189	0.01	0.01	1.00	-0.02	0.01	0.02
19119588	0.01	0.01	1.00	-0.02	0.02	0.02
19127885	0.01	0.01	1.00	-0.02	0.02	0.02
19136265	0.01	0.01	1.00	-0.02	0.02	0.02
19144654	0.01	0.01	1.00	-0.02	0.02	0.02
19153555	0.01	0.01	1.00	-0.02	0.02	0.02
19161874	0.01	0.01	1.00	-0.02	0.02	0.02
19170259	0.01	0.01	1.00	-0.01	0.02	0.02
19178622	0.01	0.01	1.00	-0.01	0.02	0.02
19187181	0.01	0.01	1.00	-0.02	0.02	0.02
19195493	0.01	0.01	1.00	-0.01	0.02	0.02
19203827	0.01	0.01	1.00	-0.01	0.01	0.02
19212306	0.01	0.01	1.00	-0.02	0.01	0.01
19221216	0.01	0.01	1.00	-0.02	0.01	0.01
19229606	0.00	0.00	1.00	-0.02	0.01	0.00
19237904	-0.00	0.00	1.00	-0.02	0.01	-0.02
19246411	0.00	0.00	1.00	-0.02	0.01	-0.07
19254959	0.01	0.01	1.00	-0.02	0.01	-0.11
19263342	0.02	0.02	1.00	-0.02	0.01	-0.11
19271936	0.01	0.01	1.00	-0.02	0.01	-0.09
19279878	-0.01	-0.00	1.00	-0.02	0.01	-0.10
19288568	-0.01	0.00	1.00	-0.02	0.00	-0.18
19297081	-0.01	0.01	1.00	-0.01	0.00	-0.29
19305638	-0.00	0.01	1.00	-0.01	0.01	-0.38
19314190	0.00	0.09	1.00	0.01	0.02	-0.45
19322500	0.01	0.03	0.99	0.01	0.07	-0.31
19330901	-0.02	0.07	1.01	0.07	0.16	-0.11
19339278	0.13	-0.06	1.17	0.13	0.28	0.08
19347822	0.15	-0.13	1.35	0.24	0.49	0.10
19356159	0.09	-0.11	1.46	0.24	0.50	0.01
19364519	0.02	-0.05	1.34	0.06	0.15	-0.05
19373125	-0.00	0.01	1.22	-0.19	-0.08	-0.04
19381306	-0.04	0.04	1.20	-0.34	0.00	0.00
19389972	-0.03	0.00	1.21	-0.45	0.06	0.01
19398459	-0.01	-0.01	1.18	-0.51	0.07	0.05
19407120	0.05	0.05	1.18	-0.48	0.12	0.07
19415470	0.06	0.03	1.13	-0.39	0.19	-0.08
19423944	0.07	0.00	1.13	-0.28	0.28	-0.26
19432415	0.07	0.02	1.12	-0.12	0.45	-0.48
19440887	0.06	0.05	1.11	0.04	0.56	-0.77
19449162	0.02	0.08	1.06	0.09	0.54	-0.88
19457597	-0.01	0.02	1.02	-0.01	0.40	-0.65
19466182	-0.01	0.00	0.98	-0.16	0.22	-0.41
19474606	0.02	0.02	0.95	-0.17	0.12	-0.30
19483099	0.05	0.06	0.97	-0.08	0.08	-0.27
19491090	0.08	0.10	1.02	0.01	0.01	-0.19
19499918	0.12	0.09	1.04	0.04	-0.07	-0.13
19508452	0.12	0.04	1.07	0.06	-0.08	-0.13
19516972	0.09	0.01	1.10	0.08	-0.03	-0.10
19525014	0.05	-0.02	1.12	0.07	-0.01	-0.09
19533493	0.06	-0.05	1.14	0.03	-0.04	-0.08
19542065	0.03	-0.05	1.12	-0.05	-0.09	-0.07
19550745	0.05	-0.07	1.11	-0.13	-0.12	-0.05
19558862	0.03	-0.05	1.09	-0.18	-0.16	-0.02
19567460	0.02	-0.05	1.09	-0.24	-0.21	0.03
19575879	0.02	-0.04	1.09	-0.30	-0.23	0.09
19584411	-0.00	-0.05	1.08	-0.36	-0.22	0.13
19592546	0.02	-0.03	1.07	-0.43	-0.21	0.19
19601155	0.03	-0.01	1.03	-0.51	-0.20	0.23
19609829	0.03	-0.02	0.99	-0.59	-0.18	0.27
19617880	0.04	-0.02	0.95	-0.64	-0.17	0.30
19626490	0.05	-0.01	0.92	-0.64	-0.15	0.32
19635247	0.07	-0.03	0.90	-0.60	-0.15	0.32
19643245	0.08	-0.04	0.91	-0.51	-0.14	0.31
19651840	0.07	-0.04	0.95	-0.38	-0.11	0.27
19660478	0.07	-0.04	0.99	-0.30	-0.09	0.22
19669080	0.07	-0.04	1.00	-0.31	-0.09	0.16
19677085	0.09	-0.05	0.99	-0.36	-0.11	0.13
19685650	0.09	-0.05	0.95	-0.41	-0.14	0.12
19694284	0.10	-0.03	0.90	-0.44	-0.18	0.10
19702840	0.11	-0.05	0.85	-0.40	-0.20	0.05
19710975	0.09	-0.07	0.84	-0.30	-0.21	0.02
19719453	0.07	-0.07	0.84	-0.20	-0.23	0.05
19727901	0.04	-0.10	0.84	-0.13	-0.25	0.08
19736490	-0.00	-0.12	0.84	-0.07	-0.25	0.05
19744621	-0.01	-0.09	0.85	-0.09	-0.24	0.09
19753277	0.00	-0.10	0.85	-0.17	-0.22	0.17
19761959	-0.02	-0.11	0.85	-0.21	-0.21	0.18
19770058	0.05	-0.07	0.87	-0.18	-0.19	0.14
19778590	0.08	-0.04	0.86	-0.13	-0.18	0.12
19787221	0.07	-0.06	0.86	-0.06	-0.20	0.07
19795774	0.06	-0.06	0.85	-0.02	-0.26	0.08
19803914	0.03	-0.06	0.82	-0.02	-0.31	0.15
19812527	0.05	-0.07	0.81	-0.03	-0.32	0.24
19821118	0.03	-0.08	0.81	-0.01	-0.27	0.27
19829220	0.01	-0.07	0.81	0.03	-0.22	0.26
19837776	0.01	-0.05	0.82	0.06	-0.23	0.25
19846401	0.02	-0.04	0.81	0.06	-0.25	0.22
19854475	0.03	-0.04	0.79	0.06	-0.26	0.20
19863004	0.02	-0.03	0.79	0.08	-0.27	0.19
19871400	0.02	-0.05	0.79	0.09	-0.30	0.18
19879894	0.02	-0.05	0.77	0.09	-0.29	0.20
19888433	0.02	-0.05	0.80	0.10	-0.24	0.23
19896828	0.03	-0.08	0.80	0.09	-0.24	0.23
19905276	0.01	-0.10	0.80	0.11	-0.20	0.24
19913825	-0.00	-0.08	0.81	0.18	-0.15	0.24
19922348	-0.01	-0.08	0.83	0.21	-0.15	0.23
19930592	0.01	-0.08	0.83	0.19	-0.16	0.25
19939084	0.02	-0.07	0.84	0.20	-0.14	0.23
19947472	0.02	-0.05	0.85	0.24	-0.10	0.18
19955889	0.00	-0.06	0.85	0.29	-0.09	0.14
19964476	-0.02	-0.05	0.85	0.35	-0.08	0.11
19973038	-0.05	-0.03	0.82	0.38	-0.08	0.08
19981712	-0.08	-0.03	0.80	0.36	-0.08	0.07
19989703	-0.12	-0.06	0.81	0.32	-0.05	0.09
19998144	-0.12	-0.05	0.83	0.28	0.00	0.12
20006575	-0.08	-0.03	0.87	0.22	0.06	0.15
20015293	-0.03	-0.02	0.91	0.16	0.09	0.16
20023819	-0.00	-0.03	0.95	0.15	0.07	0.14
20031925	0.02	-0.01	0.95	0.16	0.00	0.12
20040380	0.03	-0.01	0.93	0.20	-0.07	0.10
20049282	0.02	-0.00	0.91	0.29	-0.09	0.04
20057296	-0.01	0.00	0.91	0.37	-0.09	0.01
20065869	-0.05	-0.00	0.92	0.39	-0.10	0.01
20074492	-0.04	-0.00	0.94	0.35	-0.16	0.04
20083145	-0.02	-0.00	0.97	0.29	-0.17	0.09
20091328	-0.00	-0.01	0.99	0.22	-0.16	0.13
20099886	0.03	0.00	1.01	0.19	-0.17	0.14
20108464	0.06	0.04	1.02	0.20	-0.19	0.13
20116798	0.06	0.03	1.02	0.24	-0.16	0.08
20125239	0.06	0.04	1.04	0.30	-0.13	0.04
20133770	0.03	0.02	1.05	0.35	-0.12	0.01
20142026	0.02	0.01	1.07	0.38	-0.11	-0.01
20150538	0.01	-0.01	1.08	0.38	-0.08	-0.03
20159234	0.01	-0.02	1.09	0.35	-0.05	-0.04
20167375	0.04	-0.03	1.09	0.29	-0.03	-0.04
20175916	0.04	-0.02	1.05	0.25	-0.02	-0.05
20184578	0.06	0.02	1.03	0.26	0.02	-0.08
20192569	0.05	0.03	1.00	0.28	0.07	-0.05
20201413	0.03	0.05	0.99	0.32	0.10	-0.03
20209849	0.02	0.09	1.00	0.39	0.13	-0.04
20218119	0.01	0.07	1.02	0.40	0.18	-0.05
20226558	0.01	0.06	1.06	0.37	0.23	-0.06
20234887	0.05	0.04	1.12	0.33	0.24	-0.06
20243288	0.09	0.03	1.15	0.28	0.23	-0.05
20252122	0.11	0.01	1.16	0.25	0.21	-0.05
20260533	0.11	0.01	1.15	0.24	0.19	-0.07
20268834	0.08	0.04	1.11	0.25	0.17	-0.10
20277243	0.04	0.07	1.04	0.25	0.15	-0.12
20285605	0.00	0.10	0.99	0.23	0.15	-0.12
20294057	-0.00	0.11	0.96	0.17	0.17	-0.09
20302654	0.01	0.08	0.96	0.16	0.18	-0.06
20311092	0.01	0.08	0.97	0.17	0.20	-0.01
20319634	0.06	0.08	1.00	0.18	0.20	0.03
20327839	1.02	0.64	2.63	0.01	0.30	0.13
20336627	-0.10	-0.33	1.83	-1.49	1.65	0.45
20344739	0.07	-0.29	1.42	-2.17	1.42	0.20
20353348	0.17	-0.03	1.14	-1.47	0.63	-0.40
20361875	-0.05	0.08	1.11	-0.60	0.68	-0.48
20370332	-0.03	0.10	1.05	-0.25	0.31	-0.39
20378815	-0.02	0.09	1.01	-0.14	0.16	-0.28
20387394	-0.01	0.03	1.00	-0.09	0.11	-0.16
20395491	0.01	0.02	1.01	-0.04	0.11	-0.10
20404116	0.03	0.03	1.00	-0.02	0.08	-0.08
20412751	0.03	0.01	0.99	-0.01	0.09	-0.02
20421270	0.02	0.01	1.00	0.00	0.09	0.02
20429692	0.02	0.01	1.01	-0.00	0.09	0.03
20438124	0.02	0.00	1.00	-0.02	0.09	0.03
20446456	0.01	0.01	1.00	-0.02	0.09	0.03
20454862	0.01	0.01	1.01	-0.02	0.08	0.03
20463216	0.00	0.00	1.00	-0.03	0.06	0.02
20471592	0.03	0.00	0.99	-0.04	0.04	0.03
20480061	-0.00	0.01	1.01	-0.02	0.05	0.03
20488496	0.01	0.00	1.00	-0.02	0.03	0.02
20496988	0.01	0.00	1.00	-0.02	0.02	0.02
20505351	0.01	0.01	1.00	-0.02	0.02	0.02
20514223	0.01	0.00	1.00	-0.02	0.02	0.02
20522557	0.01	0.00	1.00	-0.02	0.02	0.03
20530963	0.01	0.00	1.00	-0.01	0.02	0.02
20539400	0.01	0.00	1.00	-0.02	0.02	0.02
20547686	0.01	0.00	1.00	-0.02	0.02	0.02
20556035	0.01	0.00	1.00	-0.02	0.02	0.02
20564917	0.01	0.01	1.00	-0.02	0.02	0.02
20573210	0.01	0.00	1.00	-0.02	0.01	0.02
20581491	0.01	0.00	1.00	-0.02	0.01	0.02
20589919	0.01	0.01	1.00	-0.02	0.01	0.02
20598283	0.01	0.00	1.00	-0.02	0.00	0.02
20606719	0.01	0.00	1.00	-0.02	-0.00	0.02
20615281	0.01	0.00	1.00	-0.03	-0.01	0.01
20623747	0.01	0.01	1.00	-0.03	-0.01	0.01
20632216	0.01	0.00	1.00	-0.03	-0.01	0.01
20640810	0.01	0.01	1.00	-0.03	-0.01	0.01
20649248	0.01	0.01	1.00	-0.02	-0.00	0.02
20657620	0.01	0.00	1.00	-0.01	-0.00	0.02
20666105	0.01	0.00	1.00	-0.02	-0.01	0.02
20674721	0.01	0.00	1.00	-0.02	-0.01	0.02
20682733	0.01	0.00	1.00	-0.02	-0.00	0.02
